2019 Federal Election House of Representatives Two Party Preferred By Polling Place [Event:24310 Phase:FinalResults Generated:2019-07-30T11:10:52 Cycle:02109509-c159-4199-88f6-389818be8a1c Created:2019-07-26T10:57:31 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.7.17.56581],,,,,,,,,,
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
NSW,106,Berowra,56586,Castle Hill North (Berowra),422,71.89,165,28.11,587,-3.86
NSW,106,Berowra,637,Cheltenham,693,58.48,492,41.52,1185,-6.19
NSW,106,Berowra,11928,Cherrybrook,1639,66.71,818,33.29,2457,-1.81
NSW,106,Berowra,34004,Cherrybrook Central,1244,65.51,655,34.49,1899,-2.64
NSW,106,Berowra,1852,Cherrybrook North,1433,65.37,759,34.63,2192,-0.7
NSW,106,Berowra,83925,Cherrybrook PPVC,3230,72.83,1205,27.17,4435,5.5
NSW,106,Berowra,11929,Cherrybrook South,825,62.98,485,37.02,1310,-4.09
NSW,106,Berowra,121,Cowan,230,51.57,216,48.43,446,-3.87
NSW,106,Berowra,30097,Divisional Office (PREPOLL),0,0,0,0,0,-60
NSW,106,Berowra,11930,Dural,1353,77.54,392,22.46,1745,-1.72
NSW,106,Berowra,1836,Galston,1229,76.05,387,23.95,1616,0
NSW,106,Berowra,1838,Glenhaven,1797,79.58,461,20.42,2258,-0.93
NSW,106,Berowra,1839,Glenorie,1139,79.87,287,20.13,1426,2.63
NSW,106,Berowra,1831,Glenorie West,375,81.52,85,18.48,460,3.66
NSW,106,Berowra,123,Hornsby (Berowra),456,53.4,398,46.6,854,2.74
NSW,106,Berowra,58578,Hornsby BEROWRA PPVC,4516,62.26,2738,37.74,7254,1.3
NSW,106,Berowra,43688,Hornsby Central (Berowra),229,55.72,182,44.28,411,-2.04
NSW,106,Berowra,124,Hornsby Heights,1190,58.19,855,41.81,2045,-1.51
NSW,106,Berowra,126,Hornsby North,722,56.45,557,43.55,1279,-1.69
NSW,106,Berowra,134,Hornsby South,560,55.45,450,44.55,1010,-1.15
NSW,106,Berowra,128,Hornsby West (Berowra),413,53.71,356,46.29,769,-3.27
NSW,106,Berowra,1842,Kenthurst,1771,81.28,408,18.72,2179,0.45
NSW,106,Berowra,1788,Maroota,253,87.54,36,12.46,289,7.78
NSW,106,Berowra,1789,Maroota South,379,80.13,94,19.87,473,0.22
NSW,106,Berowra,1846,Middle Dural,717,76.77,217,23.23,934,-2.1
NSW,106,Berowra,131,Mount Colah,1211,55.63,966,44.37,2177,-2.99
NSW,106,Berowra,132,Mount Kuring-Gai,723,58.54,512,41.46,1235,0.08
NSW,106,Berowra,79812,Normanhurst (Berowra),493,56.34,382,43.66,875,-2.16
NSW,106,Berowra,135,Normanhurst West,995,54.49,831,45.51,1826,-2.28
NSW,106,Berowra,136,Pennant Hills,1461,57.16,1095,42.84,2556,-2.43
NSW,106,Berowra,83678,Pennant Hills BEROWRA PPVC,1359,65.97,701,34.03,2060,3.83
NSW,106,Berowra,1848,Rogans Hill,321,79.26,84,20.74,405,-1.57
NSW,106,Berowra,33781,Rogans Hill North,1723,67.94,813,32.06,2536,-1.52
NSW,106,Berowra,1851,Rogans Hill South,393,74.43,135,25.57,528,5.2
NSW,106,Berowra,33598,Special Hospital Team 1,221,82.77,46,17.23,267,7.42
NSW,106,Berowra,14020,Sydney (Berowra),43,40.95,62,59.05,105,-8.64
NSW,106,Berowra,97607,Sydney BEROWRA PPVC,285,61.96,175,38.04,460,1.15
NSW,106,Berowra,56576,Thornleigh,494,58.74,347,41.26,841,-1.79
NSW,106,Berowra,33118,West Pennant Hills,989,65.19,528,34.81,1517,-1.48
NSW,106,Berowra,1855,West Pennant Hills Central,1056,64.31,586,35.69,1642,-1.97
NSW,106,Berowra,11971,West Pennant Hills North (Berowra),1409,72.15,544,27.85,1953,-3.21
NSW,106,Berowra,65184,West Ryde BEROWRA PPVC,51,65.38,27,34.62,78,-1.18
NSW,106,Berowra,148,Westleigh,1816,59.99,1211,40.01,3027,-3.02
NSW,106,Berowra,33800,Wisemans Ferry,99,74.44,34,25.56,133,-1.34
NSW,107,Blaxland,2365,Auburn,523,25.54,1525,74.46,2048,1.72
NSW,107,Blaxland,65744,Auburn BLAXLAND PPVC,2072,38.38,3326,61.62,5398,1.82
NSW,107,Blaxland,2392,Auburn Central,155,31,345,69,500,4.32
NSW,107,Blaxland,2366,Auburn East,385,40.19,573,59.81,958,8.9
NSW,107,Blaxland,2368,Auburn North,384,25.89,1099,74.11,1483,3.83
NSW,107,Blaxland,2369,Auburn West,627,28.74,1555,71.26,2182,6.1
NSW,107,Blaxland,31455,Bankstown (Blaxland),280,23.43,915,76.57,1195,2.77
NSW,107,Blaxland,33854,Bankstown BLAXLAND PPVC,3449,31.79,7401,68.21,10850,3.51
NSW,107,Blaxland,155,Bankstown Central,211,25.89,604,74.11,815,5.96
NSW,107,Blaxland,154,Bankstown East,417,29.79,983,70.21,1400,5.14
NSW,107,Blaxland,157,Bankstown North,251,26.65,691,73.35,942,6.02
NSW,107,Blaxland,177,Bankstown West,434,30.89,971,69.11,1405,4.48
NSW,107,Blaxland,159,Bass Hill,601,35.23,1105,64.77,1706,6.5
NSW,107,Blaxland,83456,Bass Hill Central,147,47.88,160,52.12,307,8.12
NSW,107,Blaxland,162,Bass Hill West,1200,48.33,1283,51.67,2483,8.58
NSW,107,Blaxland,2370,Berala,595,29.08,1451,70.92,2046,3.46
NSW,107,Blaxland,2383,Berala South,817,37.46,1364,62.54,2181,3.06
NSW,107,Blaxland,2371,Birrong,802,32.36,1676,67.64,2478,4.91
NSW,107,Blaxland,65523,BLV Blaxland PPVC,9,56.25,7,43.75,16,34.82
NSW,107,Blaxland,2375,Chester Hill,430,26.36,1201,73.64,1631,0.82
NSW,107,Blaxland,160,Chester Hill Central,475,29.23,1150,70.77,1625,5.06
NSW,107,Blaxland,2376,Chester Hill North,665,32.79,1363,67.21,2028,4.96
NSW,107,Blaxland,167,Condell Park,819,36.91,1400,63.09,2219,2.68
NSW,107,Blaxland,33117,Condell Park North,359,43.41,468,56.59,827,2.65
NSW,107,Blaxland,168,Condell Park South,532,34.28,1020,65.72,1552,8.27
NSW,107,Blaxland,83474,Condell Park West,324,41.43,458,58.57,782,6.05
NSW,107,Blaxland,30098,Divisional Office (PREPOLL),0,0,0,0,0,-28.38
NSW,107,Blaxland,65264,Fairfield BLAXLAND PPVC,201,31.55,436,68.45,637,8.01
NSW,107,Blaxland,169,Georges Hall,901,44.06,1144,55.94,2045,4.55
NSW,107,Blaxland,46624,Granville East (Blaxland),104,33.23,209,66.77,313,12.46
NSW,107,Blaxland,2373,Granville South (Blaxland),457,28.8,1130,71.2,1587,6.82
NSW,107,Blaxland,2380,Guildford North (Blaxland),60,36.14,106,63.86,166,6.05
NSW,107,Blaxland,2390,Guildford South,397,38.14,644,61.86,1041,6.06
NSW,107,Blaxland,79934,Lidcombe (Blaxland),131,33.33,262,66.67,393,-2.52
NSW,107,Blaxland,79935,Lidcombe South (Blaxland),193,34.46,367,65.54,560,-2.11
NSW,107,Blaxland,174,Milperra,1078,56.44,832,43.56,1910,1.95
NSW,107,Blaxland,66017,Parramatta BLAXLAND PPVC,308,40.26,457,59.74,765,7.04
NSW,107,Blaxland,2391,Regents Park,315,28.02,809,71.98,1124,0.1
NSW,107,Blaxland,79866,Revesby North (Blaxland),158,41.04,227,58.96,385,3.54
NSW,107,Blaxland,2393,Sefton,753,38.67,1194,61.33,1947,7.98
NSW,107,Blaxland,2394,Silverwater (Blaxland),110,27.99,283,72.01,393,4.04
NSW,107,Blaxland,33600,Special Hospital Team 1,61,43.57,79,56.43,140,2.62
NSW,107,Blaxland,82562,Special Hospital Team 2,41,52.56,37,47.44,78,11.78
NSW,107,Blaxland,32339,Sydney (Blaxland),31,31.63,67,68.37,98,4.9
NSW,107,Blaxland,97619,Sydney BLAXLAND PPVC,116,33.62,229,66.38,345,-4.8
NSW,107,Blaxland,2396,Villawood East,223,19.89,898,80.11,1121,4.46
NSW,107,Blaxland,180,Yagoona,300,28.87,739,71.13,1039,6.75
NSW,107,Blaxland,182,Yagoona West,398,30.15,922,69.85,1320,1.74
NSW,108,Bradfield,115,Asquith (Bradfield),581,54.1,493,45.9,1074,-2.69
NSW,108,Bradfield,65455,BLV Bradfield PPVC,5,55.56,4,44.44,9,-3.53
NSW,108,Bradfield,2011,Castle Cove,1157,71.16,469,28.84,1626,-6.86
NSW,108,Bradfield,97589,Central Sydney BRADFIELD PPVC,148,54.61,123,45.39,271,-13.31
NSW,108,Bradfield,79987,Chatswood (Bradfield),610,62.24,370,37.76,980,-0.47
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,2327,68.58,1066,31.42,3393,-1.65
NSW,108,Bradfield,56721,Chatswood West (Bradfield),484,55.82,383,44.18,867,-7.05
NSW,108,Bradfield,30099,Divisional Office (PREPOLL),0,0,0,0,0,-73.95
NSW,108,Bradfield,194,Gordon,1398,62.61,835,37.39,2233,-8.14
NSW,108,Bradfield,195,Gordon East,1174,59.14,811,40.86,1985,-10.89
NSW,108,Bradfield,33948,Gordon PPVC,2158,69.91,929,30.09,3087,-6.53
NSW,108,Bradfield,196,Gordon West,984,63.48,566,36.52,1550,-4.64
NSW,108,Bradfield,43833,Hornsby (Bradfield),167,53.35,146,46.65,313,0.96
NSW,108,Bradfield,65110,Hornsby BRADFIELD PPVC,3063,63.15,1787,36.85,4850,-1.42
NSW,108,Bradfield,127,Hornsby Central (Bradfield),1027,56,807,44,1834,0.2
NSW,108,Bradfield,33771,Hornsby East,592,49.25,610,50.75,1202,-1.77
NSW,108,Bradfield,82528,Hornsby West (Bradfield),228,58.02,165,41.98,393,1.21
NSW,108,Bradfield,97630,Killara,1388,67.35,673,32.65,2061,-3.91
NSW,108,Bradfield,199,Killara East,1459,68.02,686,31.98,2145,-4.42
NSW,108,Bradfield,97405,Lindfield Central,229,64.69,125,35.31,354,-4.16
NSW,108,Bradfield,202,Lindfield East,1248,66.67,624,33.33,1872,-4.05
NSW,108,Bradfield,203,Lindfield North,1381,59.86,926,40.14,2307,-8.43
NSW,108,Bradfield,204,Lindfield West,1416,63.55,812,36.45,2228,-7.3
NSW,108,Bradfield,133,Normanhurst (Bradfield),610,63.61,349,36.39,959,-2.75
NSW,108,Bradfield,83551,North Wahroonga,250,73.96,88,26.04,338,-2.47
NSW,108,Bradfield,83679,Pennant Hills BRADFIELD PPVC,427,70,183,30,610,2.39
NSW,108,Bradfield,206,Pymble,898,66.87,445,33.13,1343,-7.03
NSW,108,Bradfield,137,Pymble North,1706,71.14,692,28.86,2398,-7.38
NSW,108,Bradfield,207,Pymble West,1298,62.55,777,37.45,2075,-5.56
NSW,108,Bradfield,208,Roseville,851,63.13,497,36.87,1348,-8.78
NSW,108,Bradfield,210,Roseville East,916,64.46,505,35.54,1421,-10.17
NSW,108,Bradfield,2032,Roseville South,703,65.33,373,34.67,1076,-4.79
NSW,108,Bradfield,129,South Turramurra,659,60.07,438,39.93,1097,-4.22
NSW,108,Bradfield,142,South Turramurra Heights,1575,61.14,1001,38.86,2576,-4.66
NSW,108,Bradfield,33599,Special Hospital Team 1,240,79.21,63,20.79,303,-3.29
NSW,108,Bradfield,33804,Special Hospital Team 2,424,86.35,67,13.65,491,3.84
NSW,108,Bradfield,33805,Special Hospital Team 3,172,81.52,39,18.48,211,-1.02
NSW,108,Bradfield,211,St Ives,1321,72.19,509,27.81,1830,-6.61
NSW,108,Bradfield,212,St Ives Chase,721,72.46,274,27.54,995,-6.21
NSW,108,Bradfield,188,St Ives East,1340,74.61,456,25.39,1796,-5.62
NSW,108,Bradfield,213,St Ives North,1076,72.36,411,27.64,1487,-5.42
NSW,108,Bradfield,83553,St Ives PPVC,4639,76.06,1460,23.94,6099,1.04
NSW,108,Bradfield,214,St Ives South,1260,71.07,513,28.93,1773,-6.16
NSW,108,Bradfield,31029,Sydney (Bradfield),86,51.19,82,48.81,168,-8.11
NSW,108,Bradfield,97606,Sydney BRADFIELD PPVC,629,70.28,266,29.72,895,2.56
NSW,108,Bradfield,140,Turramurra Central,256,69.19,114,30.81,370,-7.24
NSW,108,Bradfield,141,Turramurra North,1763,68.84,798,31.16,2561,-5.92
NSW,108,Bradfield,130,Turramurra Valley,154,77,46,23,200,-3.07
NSW,108,Bradfield,143,Wahroonga,1274,70.86,524,29.14,1798,-7.11
NSW,108,Bradfield,144,Wahroonga East,1745,71.87,683,28.13,2428,-4.33
NSW,108,Bradfield,83552,Wahroonga South,471,75.48,153,24.52,624,0.85
NSW,108,Bradfield,145,Waitara,270,62.79,160,37.21,430,-0.35
NSW,108,Bradfield,125,Waitara North,741,56.44,572,43.56,1313,-7.2
NSW,108,Bradfield,147,Warrawee,1538,62.7,915,37.3,2453,-4.28
NSW,109,Calare,219,Barry,116,79.45,30,20.55,146,3.4
NSW,109,Calare,220,Bathurst,632,53.15,557,46.85,1189,2.76
NSW,109,Calare,221,Bathurst Central,584,53.73,503,46.27,1087,-1.33
NSW,109,Calare,31071,Bathurst City,998,59.51,679,40.49,1677,7.31
NSW,109,Calare,223,Bathurst North,369,54.03,314,45.97,683,1.75
NSW,109,Calare,33861,Bathurst PPVC,8851,63.52,5084,36.48,13935,3.22
NSW,109,Calare,225,Bathurst South,347,48.33,371,51.67,718,0.34
NSW,109,Calare,227,Bathurst West,815,55.03,666,44.97,1481,1.93
NSW,109,Calare,1750,Black Springs,130,68.78,59,31.22,189,-0.34
NSW,109,Calare,228,Blayney,1172,66.52,590,33.48,1762,3.28
NSW,109,Calare,229,Bletchington,1392,62.31,842,37.69,2234,-4.72
NSW,109,Calare,230,Bloomfield,67,55.83,53,44.17,120,-5.4
NSW,109,Calare,65499,BLV Calare PPVC,3,60,2,40,5,4.44
NSW,109,Calare,2157,Borenore,213,80.08,53,19.92,266,1.68
NSW,109,Calare,231,Bowen,888,61.97,545,38.03,1433,-0.96
NSW,109,Calare,232,Bowenfels South,167,66.8,83,33.2,250,8.16
NSW,109,Calare,235,Calare Central,713,63.1,417,36.9,1130,-4.96
NSW,109,Calare,236,Canobolas,185,69.55,81,30.45,266,-4.38
NSW,109,Calare,2161,Canowindra,798,73.01,295,26.99,1093,-2.15
NSW,109,Calare,237,Capertee,80,70.18,34,29.82,114,0.02
NSW,109,Calare,238,Carcoar,101,57.71,74,42.29,175,0.88
NSW,109,Calare,2162,Cargo,187,70.57,78,29.43,265,0.02
NSW,109,Calare,241,Cooerwull,618,50.86,597,49.14,1215,5.39
NSW,109,Calare,2170,Cudal,277,73.87,98,26.13,375,-7.2
NSW,109,Calare,242,Cullen Bullen,89,59.73,60,40.27,149,13.58
NSW,109,Calare,2171,Cumnock,194,77.29,57,22.71,251,-1.89
NSW,109,Calare,30100,Divisional Office (PREPOLL),0,0,0,0,0,-50
NSW,109,Calare,83546,Dubbo CALARE PPVC,492,73,182,27,674,12.05
NSW,109,Calare,244,Eglinton,812,60.82,523,39.18,1335,-1.21
NSW,109,Calare,2183,Eugowra,312,76.47,96,23.53,408,-2.62
NSW,109,Calare,2191,Geurie,268,72.24,103,27.76,371,1.3
NSW,109,Calare,249,Glen Alice,48,65.75,25,34.25,73,3.55
NSW,109,Calare,250,Glenroi,493,52,455,48,948,0.06
NSW,109,Calare,252,Gulgong,916,64.1,513,35.9,1429,3.91
NSW,109,Calare,253,Hampton,82,66.13,42,33.87,124,-6.01
NSW,109,Calare,254,Hargraves,99,71.74,39,28.26,138,4.62
NSW,109,Calare,1767,Hartley,282,62.53,169,37.47,451,2.29
NSW,109,Calare,255,Hermitage,202,54.74,167,45.26,369,4.84
NSW,109,Calare,256,Hill End,31,51.67,29,48.33,60,0.51
NSW,109,Calare,258,Ilford,119,79.87,30,20.13,149,10.86
NSW,109,Calare,259,Kandos,405,57.2,303,42.8,708,15.17
NSW,109,Calare,260,Kelso,808,54.71,669,45.29,1477,-1.68
NSW,109,Calare,262,Lithgow,421,45.12,512,54.88,933,2.31
NSW,109,Calare,33864,Lithgow PPVC,3534,59.7,2386,40.3,5920,12.29
NSW,109,Calare,265,Lucknow,177,74.06,62,25.94,239,0.81
NSW,109,Calare,266,Lue,85,77.27,25,22.73,110,16.21
NSW,109,Calare,267,Lyndhurst,142,80.68,34,19.32,176,7.51
NSW,109,Calare,269,Mandurama,142,69.61,62,30.39,204,4.99
NSW,109,Calare,2201,Manildra,350,78.83,94,21.17,444,3.89
NSW,109,Calare,272,Meadow Flat,132,65.35,70,34.65,202,5.72
NSW,109,Calare,273,Millthorpe,509,66.89,252,33.11,761,-5.11
NSW,109,Calare,2203,Molong,796,70.26,337,29.74,1133,-2.8
NSW,109,Calare,276,Mudgee,676,63.65,386,36.35,1062,-2.25
NSW,109,Calare,277,Mudgee Central,613,57.45,454,42.55,1067,0.46
NSW,109,Calare,33888,Mudgee PPVC,5344,68.56,2451,31.44,7795,-0.29
NSW,109,Calare,279,Mudgee South,618,67.76,294,32.24,912,3.66
NSW,109,Calare,2205,Mullion Creek,264,70.97,108,29.03,372,-7.47
NSW,109,Calare,2207,Mumbil,88,61.11,56,38.89,144,-2.2
NSW,109,Calare,2209,Nashdale,269,70.98,110,29.02,379,-2.32
NSW,109,Calare,280,Neville,56,62.22,34,37.78,90,8.22
NSW,109,Calare,1796,O'Connell,169,61.9,104,38.1,273,-5.51
NSW,109,Calare,282,Oakey Park,109,49.55,111,50.45,220,6.29
NSW,109,Calare,1795,Oberon,1099,67.05,540,32.95,1639,10.14
NSW,109,Calare,283,Orange,940,60.37,617,39.63,1557,-4.49
NSW,109,Calare,284,Orange East,646,53.57,560,46.43,1206,-11.02
NSW,109,Calare,286,Orange North,1012,60.64,657,39.36,1669,-5.85
NSW,109,Calare,65686,Orange North West,193,73.66,69,26.34,262,-6.77
NSW,109,Calare,33863,Orange PPVC,8456,67.74,4027,32.26,12483,-3.56
NSW,109,Calare,287,Orange South,672,63.34,389,36.66,1061,-4.62
NSW,109,Calare,288,Orange West,1255,64.69,685,35.31,1940,-3.37
NSW,109,Calare,289,Peel,92,63.01,54,36.99,146,0.15
NSW,109,Calare,290,Perthville,369,69.75,160,30.25,529,-3.07
NSW,109,Calare,291,Portland,508,58.26,364,41.74,872,15.96
NSW,109,Calare,294,Raglan,425,61.77,263,38.23,688,4.39
NSW,109,Calare,1803,Rockley,102,61.82,63,38.18,165,2.5
NSW,109,Calare,297,Rylstone,401,59.06,278,40.94,679,2
NSW,109,Calare,33603,Special Hospital Team 1,203,64.24,113,35.76,316,-2.1
NSW,109,Calare,33842,Special Hospital Team 2,108,62.79,64,37.21,172,-3.64
NSW,109,Calare,33843,Special Hospital Team 3,65,60.19,43,39.81,108,-6.48
NSW,109,Calare,33844,Special Hospital Team 4,171,60.21,113,39.79,284,-6.27
NSW,109,Calare,82570,Special Hospital Team 5,80,61.07,51,38.93,131,-5.6
NSW,109,Calare,299,Spring Hill,188,67.87,89,32.13,277,-2.81
NSW,109,Calare,300,Spring Terrace,171,68.4,79,31.6,250,-10.7
NSW,109,Calare,2223,Stuart Town,144,67.29,70,32.71,214,9.3
NSW,109,Calare,14036,Sydney (Calare),9,45,11,55,20,16.43
NSW,109,Calare,1808,Trunkey,83,82.18,18,17.82,101,4.61
NSW,109,Calare,306,Tweed Mills,296,54.81,244,45.19,540,11.86
NSW,109,Calare,307,Ulan,72,62.07,44,37.93,116,2.22
NSW,109,Calare,309,Wallerawang,560,62.64,334,37.36,894,15.68
NSW,109,Calare,83290,Waratah North Orange,149,64.5,82,35.5,231,-2.51
NSW,109,Calare,310,Wattle Flat,136,63.55,78,36.45,214,1.4
NSW,109,Calare,2235,Wellington,936,64.91,506,35.09,1442,-0.01
NSW,109,Calare,2236,Wellington East,771,61.93,474,38.07,1245,1.31
NSW,109,Calare,311,Windeyer,27,64.29,15,35.71,42,2.66
NSW,109,Calare,2240,Yeoval,260,80.25,64,19.75,324,4.65
NSW,109,Calare,261,Yetholme,117,66.1,60,33.9,177,11.4
NSW,111,Chifley,413,Arndell Park North,874,40.59,1279,59.41,2153,4.97
NSW,111,Chifley,385,Bidwill,460,32.6,951,67.4,1411,11.67
NSW,111,Chifley,386,Blackett,363,28.79,898,71.21,1261,6.89
NSW,111,Chifley,58585,Blacktown CHIFLEY PPVC,4005,37.79,6594,62.21,10599,4.86
NSW,111,Chifley,388,Blacktown South (Chifley),103,34.68,194,65.32,297,1.17
NSW,111,Chifley,12049,Blacktown West,796,38.68,1262,61.32,2058,5.36
NSW,111,Chifley,65405,BLV Chifley PPVC,6,26.09,17,73.91,23,4.66
NSW,111,Chifley,1027,Dean Park,1036,44.44,1295,55.56,2331,9.6
NSW,111,Chifley,392,Dharruk,364,29.89,854,70.11,1218,8.83
NSW,111,Chifley,30102,Divisional Office (PREPOLL),15,41.67,21,58.33,36,5.96
NSW,111,Chifley,393,Doonside,689,34.87,1287,65.13,1976,2.53
NSW,111,Chifley,83628,Doonside Central,133,31.37,291,68.63,424,1.91
NSW,111,Chifley,1028,Doonside North,1006,36.14,1778,63.86,2784,6.69
NSW,111,Chifley,83627,Doonside South,366,48.93,382,51.07,748,13.78
NSW,111,Chifley,31463,Glendenning,676,32.86,1381,67.14,2057,4.77
NSW,111,Chifley,31030,Hassall Grove,1013,34.7,1906,65.3,2919,5.66
NSW,111,Chifley,397,Hebersham,512,29.75,1209,70.25,1721,5.71
NSW,111,Chifley,399,Lethbridge Park,497,32.63,1026,67.37,1523,8.39
NSW,111,Chifley,1036,Marayong,586,36.99,998,63.01,1584,4.92
NSW,111,Chifley,1037,Marayong Heights,322,40.4,475,59.6,797,9.14
NSW,111,Chifley,1038,Marayong South,384,38.06,625,61.94,1009,6.49
NSW,111,Chifley,1030,Marayong West,639,42.63,860,57.37,1499,4.6
NSW,111,Chifley,1039,Marsden Park,999,53.05,884,46.95,1883,-5.23
NSW,111,Chifley,83687,Minchinbury (Chifley),97,40.59,142,59.41,239,5.73
NSW,111,Chifley,402,Mount Druitt,265,22.86,894,77.14,1159,0.07
NSW,111,Chifley,33976,Mount Druitt CHIFLEY PPVC,4469,36.89,7644,63.11,12113,9.82
NSW,111,Chifley,403,Mount Druitt North,441,25.57,1284,74.43,1725,1.47
NSW,111,Chifley,404,Mount Druitt South,595,39.02,930,60.98,1525,2.92
NSW,111,Chifley,406,Plumpton,792,32.37,1655,67.63,2447,5.21
NSW,111,Chifley,83588,Plumpton Central,321,28.84,792,71.16,1113,1.2
NSW,111,Chifley,1046,Quakers Hill,734,41.07,1053,58.93,1787,6.1
NSW,111,Chifley,56862,Quakers Hill East (Chifley),154,38.6,245,61.4,399,2.76
NSW,111,Chifley,407,Rooty Hill North,598,33.86,1168,66.14,1766,5.15
NSW,111,Chifley,408,Rooty Hill South,678,37.21,1144,62.79,1822,5.07
NSW,111,Chifley,83589,Rooty Hill West,191,29.25,462,70.75,653,-0.95
NSW,111,Chifley,82531,Ropes Crossing,995,44.4,1246,55.6,2241,3.09
NSW,111,Chifley,411,Shalvey,390,33.91,760,66.09,1150,8.73
NSW,111,Chifley,44088,Special Hospital Team 1,56,65.12,30,34.88,86,18.91
NSW,111,Chifley,14039,Sydney (Chifley),23,37.1,39,62.9,62,15.67
NSW,111,Chifley,412,Tregear,485,33.96,943,66.04,1428,7.99
NSW,111,Chifley,414,Whalan,443,31.55,961,68.45,1404,8.23
NSW,111,Chifley,415,Willmot,298,33.37,595,66.63,893,5.83
NSW,111,Chifley,32335,Woodcroft,516,40.03,773,59.97,1289,6.7
NSW,112,Cook,33,Blakehurst South,1308,75.65,421,24.35,1729,1.86
NSW,112,Cook,65420,BLV Cook PPVC,9,60,6,40,15,23.64
NSW,112,Cook,80144,Brighton-Le-Sands (Cook),317,56.31,246,43.69,563,5.83
NSW,112,Cook,83518,Burraneer,390,77.08,116,22.92,506,1.95
NSW,112,Cook,417,Burraneer Bay,2074,75.89,659,24.11,2733,0.66
NSW,112,Cook,419,Caringbah Central,986,68.62,451,31.38,1437,4.82
NSW,112,Cook,420,Caringbah North,1438,67.61,689,32.39,2127,6.39
NSW,112,Cook,418,Caringbah South,1922,74.24,667,25.76,2589,1.33
NSW,112,Cook,421,Caringbah West,1118,70.4,470,29.6,1588,4.09
NSW,112,Cook,80139,Carlton South (Cook),352,55.26,285,44.74,637,4.28
NSW,112,Cook,40,Carss Park,518,69.16,231,30.84,749,2.58
NSW,112,Cook,97578,Central Sydney COOK PPVC,90,50.56,88,49.44,178,-10.66
NSW,112,Cook,80121,Connells Point (Cook),630,72.25,242,27.75,872,2.9
NSW,112,Cook,422,Cronulla,1360,70.87,559,29.13,1919,2.11
NSW,112,Cook,423,Cronulla Central,1301,68.51,598,31.49,1899,3.48
NSW,112,Cook,425,Cronulla South,1586,69.59,693,30.41,2279,1.4
NSW,112,Cook,30103,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,112,Cook,33875,Engadine COOK PPVC,178,65.68,93,34.32,271,5.85
NSW,112,Cook,445,Greenhills Beach,1123,72.97,416,27.03,1539,5.35
NSW,112,Cook,1207,Gymea,983,61.25,622,38.75,1605,0.14
NSW,112,Cook,430,Gymea Bay,1739,67.48,838,32.52,2577,0.08
NSW,112,Cook,83533,Gymea Bay North,341,73.33,124,26.67,465,8.83
NSW,112,Cook,429,Gymea North,714,67.3,347,32.7,1061,1.42
NSW,112,Cook,82538,Hurstville COOK PPVC,882,70.56,368,29.44,1250,2.03
NSW,112,Cook,80185,Kirrawee (Cook),176,64.23,98,35.77,274,9.2
NSW,112,Cook,49,Kogarah Bay,709,69.85,306,30.15,1015,4.57
NSW,112,Cook,54,Kogarah East,398,58.44,283,41.56,681,6.97
NSW,112,Cook,433,Kurnell,894,70.73,370,29.27,1264,6.53
NSW,112,Cook,434,Lilli Pilli,1670,77.53,484,22.47,2154,0.38
NSW,112,Cook,435,Miranda,1120,62.57,670,37.43,1790,3.91
NSW,112,Cook,436,Miranda Central,659,58.11,475,41.89,1134,2.56
NSW,112,Cook,33960,Miranda COOK PPVC,11211,71.52,4465,28.48,15676,3.32
NSW,112,Cook,437,Miranda North,1103,69.37,487,30.63,1590,5.36
NSW,112,Cook,97411,Miranda South,176,54.83,145,45.17,321,-3.88
NSW,112,Cook,69,Ramsgate,1285,61.57,802,38.43,2087,7.62
NSW,112,Cook,61,Ramsgate Beach,1781,59.77,1199,40.23,2980,6.73
NSW,112,Cook,82542,Rockdale COOK PPVC,1155,60.38,758,39.62,1913,5.58
NSW,112,Cook,41,Sandringham,1373,66.33,697,33.67,2070,5.5
NSW,112,Cook,68,Sans Souci,1494,65.61,783,34.39,2277,4.15
NSW,112,Cook,33609,Special Hospital Team 1,152,71.03,62,28.97,214,-2.43
NSW,112,Cook,46534,Special Hospital Team 2,250,80.13,62,19.87,312,6.9
NSW,112,Cook,14040,Sydney (Cook),47,52.81,42,47.19,89,1.51
NSW,112,Cook,439,Sylvania,1087,76.23,339,23.77,1426,2.35
NSW,112,Cook,441,Sylvania Heights,1891,72.76,708,27.24,2599,6.3
NSW,112,Cook,83514,Sylvania Heights South,459,75.49,149,24.51,608,9.03
NSW,112,Cook,444,Sylvania South,943,73.56,339,26.44,1282,7.68
NSW,112,Cook,443,Taren Point,924,80.14,229,19.86,1153,7
NSW,112,Cook,446,Woolooware,1494,65.47,788,34.53,2282,2.29
NSW,112,Cook,97407,Woolooware North,355,76.02,112,23.98,467,10.96
NSW,112,Cook,447,Yowie Bay,1387,73.19,508,26.81,1895,1.87
NSW,113,Cowper,474,Aldavilla,667,72.34,255,27.66,922,6.23
NSW,113,Cowper,31727,Bayldon,1218,58.64,859,41.36,2077,-6.67
